dt,z,beta,pos_dir,pos_coef,pos_change,hedge_close,sber_close,sber_qty,hedge_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum
2025-02-03 10:26:00,0.0,-0.266636619285433,0,0.0,0.0,52.084,278.88,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:27:00,0.0,-0.27051579060039244,0,0.0,0.0,52.097,278.81,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:28:00,0.0,-0.2724988795972339,0,0.0,0.0,52.099,278.75,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:29:00,0.0,-0.26963623476841875,0,0.0,0.0,52.099,278.78,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:30:00,0.0,-0.2714942740134784,0,0.0,0.0,52.097,278.7,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:31:00,0.0,-0.28242034062418997,0,0.0,0.0,52.095,278.33,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:32:00,0.0,-0.2810656859188724,0,0.0,0.0,52.097,278.31,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:33:00,0.0,-0.28838966215105166,0,0.0,0.0,52.096,278.07,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:34:00,0.0,-0.2885859840657519,0,0.0,0.0,52.09,278.15,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:35:00,0.0,-0.2889305669320812,0,0.0,0.0,52.089,278.1,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:36:00,0.0,-0.285828203446453,0,0.0,0.0,52.09,278.12,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
2025-02-03 10:37:00,0.0,-0.2766022998608095,0,0.0,0.0,52.09,278.31,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
