dt,sber_close,hedge_close,beta,z,vol_scale,spread_vol,pos_dir,pos_coef,z_enter_eff,z_exit_eff,pos_change,sber_qty,hedge_qty,pnl_price,pnl_carry,pnl_commission,pnl_total,pnl_cum,pnl_cum_max,drawdown,ret
2025-07-01 10:15:00,316.81,61.553,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:16:00,316.9,61.554,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:17:00,316.89,61.52,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:18:00,316.91,61.519,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:19:00,316.99,61.574,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:20:00,317.05,61.54,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:21:00,317.19,61.54,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:22:00,317.17,61.4,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:23:00,317.06,61.399,0.0,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:24:00,317.05,61.399,-0.022336328609410344,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:25:00,317.16,61.4,-0.010694243235874422,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:26:00,317.13,61.4,-0.013301771280084274,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:27:00,317.18,61.4,-0.008785684297704509,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:28:00,317.21,61.37,-0.010270295984167375,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:29:00,317.38,61.337,-0.020844599804124612,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:30:00,317.44,61.39,-0.003467214206479116,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:31:00,317.46,61.388,-0.002819266877626675,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:32:00,317.46,61.328,-0.0010974251204852205,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:33:00,317.45,61.377,-0.005572777520460512,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:34:00,317.7,61.302,-0.05252590334756983,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:35:00,317.75,61.366,-0.038873692142306154,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:36:00,317.58,61.388,-0.058314709572034044,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:37:00,317.73,61.387,-0.05286376438296012,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01 10:38:00,317.7,61.387,-0.054533369940378544,0.0,0.25,,0,0.0,1.75,0.4,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
